Index,System Time,Time Stamp,Channel,Direction,Frame ID,Type,Format,DLC,Data
00509,="12:36:51.271",0x6FC746,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00510,="12:36:51.301",0x6FC82D,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00511,="12:36:51.301",0x6FC8D9,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00512,="12:36:51.332",0x6FC92F,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 08 00 00 19 1B 00 00 
00513,="12:36:51.332",0x6FC939,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00514,="12:36:51.332",0x6FCA20,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00515,="12:36:51.362",0x6FCAD8,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00516,="12:36:51.362",0x6FCB22,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 09 10 02 1B 02 0B 00 
00517,="12:36:51.362",0x6FCB2D,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00518,="12:36:51.391",0x6FCBA5,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F9 01 00 00 
00519,="12:36:51.391",0x6FCBA9,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F9 01 00 00 
00520,="12:36:51.391",0x6FCC14,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00521,="12:36:51.421",0x6FCCD4,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00522,="12:36:51.421",0x6FCD16,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 0A 00 00 00 00 78 00 
00523,="12:36:51.421",0x6FCD20,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00524,="12:36:51.451",0x6FCE07,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00525,="12:36:51.451",0x6FCE6A,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 06 00 01 
00526,="12:36:51.451",0x6FCE6D,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F2 03 00 00 
00527,="12:36:51.451",0x6FCE71,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F1 06 00 01 
00528,="12:36:51.451",0x6FCE79,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F2 03 00 00 
00529,="12:36:51.481",0x6FCED1,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00530,="12:36:51.481",0x6FCF09,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 01 20 00 00 81 7E 50 
00531,="12:36:51.481",0x6FCF13,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00532,="12:36:51.481",0x6FCFFB,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00533,="12:36:51.512",0x6FD0CE,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00534,="12:36:51.512",0x6FD0FC,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 02 30 20 4A 92 24 49 
00535,="12:36:51.512",0x6FD107,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00536,="12:36:51.512",0x6FD130,ch1,Receive,0x04CA,Data,Standard,0x08,x| 00 01 01 00 00 00 00 00 
00537,="12:36:51.541",0x6FD1ED,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 05 00 00 
00538,="12:36:51.541",0x6FD1F2,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00539,="12:36:51.572",0x6FD2CD,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00540,="12:36:51.572",0x6FD2F0,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 03 00 00 01 00 07 84 
00541,="12:36:51.572",0x6FD2FA,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00542,="12:36:51.601",0x6FD3E1,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00543,="12:36:51.601",0x6FD3F5,ch1,Receive,0x04CA,Data,Standard,0x08,x| 01 01 01 00 00 00 00 00 
00544,="12:36:51.631",0x6FD4C9,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00545,="12:36:51.631",0x6FD4E3,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 04 78 78 00 00 D8 00 
00546,="12:36:51.631",0x6FD4ED,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00547,="12:36:51.631",0x6FD5D5,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00548,="12:36:51.662",0x6FD6BA,ch1,Receive,0x04CA,Data,Standard,0x08,x| 02 01 01 00 00 00 00 00 
00549,="12:36:51.662",0x6FD6C8,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00550,="12:36:51.662",0x6FD6D6,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 05 00 00 00 00 00 00 
00551,="12:36:51.662",0x6FD6E1,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00552,="12:36:51.692",0x6FD7C8,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00553,="12:36:51.721",0x6FD8C4,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00554,="12:36:51.721",0x6FD8CA,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 06 02 00 04 BB 02 00 
00555,="12:36:51.721",0x6FD8D4,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00556,="12:36:51.751",0x6FD97F,ch1,Receive,0x04CA,Data,Standard,0x08,x| 03 01 00 00 00 00 00 00 
00557,="12:36:51.751",0x6FD9BB,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00558,="12:36:51.781",0x6FDABD,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 07 04 B2 06 C9 00 00 
00559,="12:36:51.781",0x6FDAC2,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00560,="12:36:51.781",0x6FDAC8,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00561,="12:36:51.781",0x6FDAD1,ch1,Receive,0x03C9,Data,Standard,0x05,x| 00 30 61 1E 64 
00562,="12:36:51.781",0x6FDB9D,ch1,Receive,0x0002,Data,Standard,0x00,x| 
00563,="12:36:51.781",0x6FDBA1,ch1,Receive,0x0082,Data,Standard,0x06,x| 03 01 00 31 F5 07 
00564,="12:36:51.781",0x6FDBAC,ch1,Receive,0x0082,Data,Standard,0x06,x| 03 02 00 00 8F 70 
00565,="12:36:51.811",0x6FDBB1,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00566,="12:36:51.811",0x6FDBB7,ch1,Receive,0x0082,Data,Standard,0x06,x| 03 03 00 00 1D 02 
00567,="12:36:51.811",0x6FDC44,ch1,Receive,0x04CA,Data,Standard,0x08,x| 04 01 00 00 00 00 00 00 
00568,="12:36:51.811",0x6FDCB1,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 08 00 00 78 19 00 00 
00569,="12:36:51.811",0x6FDCBB,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00570,="12:36:51.811",0x6FDCC2,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00571,="12:36:51.841",0x6FDDA2,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00572,="12:36:51.872",0x6FDEA4,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 09 10 02 1B 02 0B 00 
00573,="12:36:51.872",0x6FDEAE,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00574,="12:36:51.872",0x6FDEBD,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00575,="12:36:51.902",0x6FDF95,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00576,="12:36:51.932",0x6FE097,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 0A 00 00 00 00 78 00 
00577,="12:36:51.932",0x6FE0A2,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00578,="12:36:51.932",0x6FE0B9,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00579,="12:36:51.932",0x6FE189,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00580,="12:36:51.961",0x6FE28B,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 01 20 00 00 81 7E 50 
00581,="12:36:51.961",0x6FE295,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00582,="12:36:51.992",0x6FE2B8,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00583,="12:36:51.992",0x6FE37C,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00584,="12:36:52.022",0x6FE47E,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 02 30 20 4A 92 24 49 
00585,="12:36:52.022",0x6FE489,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00586,="12:36:52.022",0x6FE494,ch1,Receive,0x04CA,Data,Standard,0x08,x| 05 01 02 01 00 00 00 00 
00587,="12:36:52.022",0x6FE4B4,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00588,="12:36:52.052",0x6FE570,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00589,="12:36:52.082",0x6FE672,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 03 00 00 01 00 07 85 
00590,="12:36:52.082",0x6FE67C,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00591,="12:36:52.082",0x6FE6B2,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00592,="12:36:52.082",0x6FE762,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 05 00 00 
00593,="12:36:52.082",0x6FE767,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00594,="12:36:52.112",0x6FE865,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 04 78 78 00 00 D8 00 
00595,="12:36:52.112",0x6FE86F,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00596,="12:36:52.142",0x6FE8AE,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00597,="12:36:52.142",0x6FE956,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00598,="12:36:52.172",0x6FEA58,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 05 00 00 00 00 00 00 
00599,="12:36:52.172",0x6FEA63,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00600,="12:36:52.172",0x6FEAAD,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00601,="12:36:52.201",0x6FEB4A,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00602,="12:36:52.231",0x6FEC4C,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 06 02 00 04 BB 02 00 
00603,="12:36:52.231",0x6FEC56,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00604,="12:36:52.231",0x6FECAE,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00605,="12:36:52.231",0x6FECE2,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F8 01 00 00 
00606,="12:36:52.231",0x6FECE6,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F8 01 00 00 
00607,="12:36:52.231",0x6FED3D,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00608,="12:36:52.262",0x6FEE3F,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 07 04 B2 06 C8 00 00 
00609,="12:36:52.262",0x6FEE4A,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00610,="12:36:52.291",0x6FEEA8,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00611,="12:36:52.291",0x6FEF30,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00612,="12:36:52.321",0x6FEFA7,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 03 00 00 
00613,="12:36:52.321",0x6FEFAB,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F7 03 00 00 
00614,="12:36:52.321",0x6FF033,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 08 00 00 1A 19 00 00 
00615,="12:36:52.321",0x6FF03D,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00616,="12:36:52.321",0x6FF0A4,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00617,="12:36:52.351",0x6FF124,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00618,="12:36:52.381",0x6FF226,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 09 10 02 1B 02 0B 00 
00619,="12:36:52.381",0x6FF230,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00620,="12:36:52.381",0x6FF26C,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F2 07 00 00 
00621,="12:36:52.381",0x6FF270,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F2 07 00 00 
00622,="12:36:52.381",0x6FF2A2,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00623,="12:36:52.381",0x6FF317,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00624,="12:36:52.412",0x6FF419,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 0A 00 00 00 00 78 00 
00625,="12:36:52.412",0x6FF424,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00626,="12:36:52.442",0x6FF49F,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00627,="12:36:52.442",0x6FF50B,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00628,="12:36:52.442",0x6FF531,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 04 00 01 
00629,="12:36:52.442",0x6FF535,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 00 00 00 
00630,="12:36:52.442",0x6FF539,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F1 04 00 01 
00631,="12:36:52.442",0x6FF548,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F1 00 00 00 
00632,="12:36:52.471",0x6FF60D,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 01 20 00 00 81 7E 50 
00633,="12:36:52.471",0x6FF617,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00634,="12:36:52.501",0x6FF69D,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00635,="12:36:52.501",0x6FF6FE,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00636,="12:36:52.531",0x6FF800,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 02 30 20 4A 92 24 49 
00637,="12:36:52.531",0x6FF80B,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00638,="12:36:52.531",0x6FF89A,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00639,="12:36:52.531",0x6FF8F1,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00640,="12:36:52.561",0x6FF9F3,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 03 00 00 01 00 07 85 
00641,="12:36:52.561",0x6FF9FE,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00642,="12:36:52.591",0x6FFA98,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00643,="12:36:52.591",0x6FFABB,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F9 01 00 00 
00644,="12:36:52.591",0x6FFAC0,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F9 01 00 00 
00645,="12:36:52.591",0x6FFAE5,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00646,="12:36:52.622",0x6FFBE7,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 04 78 78 00 00 D8 00 
00647,="12:36:52.622",0x6FFBF1,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00648,="12:36:52.651",0x6FFC94,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00649,="12:36:52.651",0x6FFCD7,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 05 00 00 
00650,="12:36:52.651",0x6FFCDC,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00651,="12:36:52.651",0x6FFD80,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F1 06 00 01 
00652,="12:36:52.651",0x6FFD84,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F2 03 00 00 
00653,="12:36:52.651",0x6FFD88,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F1 06 00 01 
00654,="12:36:52.651",0x6FFD8F,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F2 03 00 00 
00655,="12:36:52.682",0x6FFDDA,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 05 00 00 00 00 00 00 
00656,="12:36:52.682",0x6FFDE5,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00657,="12:36:52.682",0x6FFE92,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00658,="12:36:52.682",0x6FFECB,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00659,="12:36:52.711",0x6FFFCE,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 06 02 00 04 BB 02 00 
00660,="12:36:52.711",0x6FFFD8,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00661,="12:36:52.742",0x700047,ch1,Receive,0x04CA,Data,Standard,0x08,x| 00 01 01 00 00 00 00 00 
00662,="12:36:52.742",0x70008F,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00663,="12:36:52.742",0x7000BF,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00664,="12:36:52.771",0x7001C1,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 07 04 B2 06 C9 00 00 
00665,="12:36:52.771",0x7001CC,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00666,="12:36:52.802",0x70028D,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00667,="12:36:52.802",0x7002B2,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00668,="12:36:52.802",0x70030C,ch1,Receive,0x04CA,Data,Standard,0x08,x| 01 01 01 00 00 00 00 00 
00669,="12:36:52.832",0x7003B4,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 08 00 00 19 78 00 00 
00670,="12:36:52.832",0x7003BF,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00671,="12:36:52.832",0x7003C8,ch1,Receive,0x03C9,Data,Standard,0x05,x| 00 30 61 1E 64 
00672,="12:36:52.832",0x70048A,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00673,="12:36:52.832",0x7004A5,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00674,="12:36:52.861",0x7005A8,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 09 10 02 1B 02 0B 00 
00675,="12:36:52.861",0x7005B2,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00676,="12:36:52.861",0x7005D1,ch1,Receive,0x04CA,Data,Standard,0x08,x| 02 01 01 00 00 00 00 00 
00677,="12:36:52.891",0x700687,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00678,="12:36:52.891",0x700699,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00679,="12:36:52.922",0x70079B,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 0A 00 00 00 00 77 00 
00680,="12:36:52.922",0x7007A6,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00681,="12:36:52.952",0x700885,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00682,="12:36:52.952",0x70088C,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00683,="12:36:52.952",0x700896,ch1,Receive,0x04CA,Data,Standard,0x08,x| 03 01 00 00 00 00 00 00 
00684,="12:36:52.982",0x70098F,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 01 20 00 00 81 7E 50 
00685,="12:36:52.982",0x700999,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00686,="12:36:52.982",0x700A80,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00687,="12:36:52.982",0x700A85,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00688,="12:36:53.011",0x700B5B,ch1,Receive,0x04CA,Data,Standard,0x08,x| 04 01 00 00 00 00 00 00 
00689,="12:36:53.011",0x700B82,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 02 30 20 4A 92 24 49 
00690,="12:36:53.011",0x700B8D,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00691,="12:36:53.042",0x700C73,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00692,="12:36:53.042",0x700C7F,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00693,="12:36:53.072",0x700D75,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 03 00 00 01 00 07 85 
00694,="12:36:53.072",0x700D80,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00695,="12:36:53.101",0x700E66,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00696,="12:36:53.101",0x700E7E,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00697,="12:36:53.131",0x700F69,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 04 78 78 00 00 D8 00 
00698,="12:36:53.131",0x700F73,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00699,="12:36:53.131",0x70105A,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00700,="12:36:53.162",0x70107A,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00701,="12:36:53.162",0x70115C,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 05 00 00 00 00 00 00 
00702,="12:36:53.162",0x701167,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00703,="12:36:53.191",0x70124C,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F7 05 00 00 
00704,="12:36:53.191",0x701251,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00705,="12:36:53.191",0x701278,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00706,="12:36:53.221",0x701350,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 06 02 00 04 BB 02 00 
00707,="12:36:53.221",0x70135A,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00708,="12:36:53.221",0x7013AA,ch1,Receive,0x04CA,Data,Standard,0x08,x| 05 01 02 01 00 00 00 00 
00709,="12:36:53.251",0x701440,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00710,="12:36:53.251",0x701475,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00711,="12:36:53.282",0x701543,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 07 04 B2 06 C8 00 00 
00712,="12:36:53.282",0x70154D,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00713,="12:36:53.282",0x701634,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00714,="12:36:53.311",0x701673,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00715,="12:36:53.311",0x701737,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 08 00 00 78 1A 00 00 
00716,="12:36:53.311",0x701741,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00717,="12:36:53.342",0x701827,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00718,="12:36:53.342",0x70186F,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00719,="12:36:53.372",0x701929,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 09 10 02 1B 02 0B 00 
00720,="12:36:53.372",0x701934,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00721,="12:36:53.402",0x701A1B,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00722,="12:36:53.402",0x701A6C,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
00723,="12:36:53.432",0x701B1D,ch1,Receive,0x0080,Data,Standard,0x08,x| 1D 0A 00 00 00 00 78 00 
00724,="12:36:53.432",0x701B28,ch1,Receive,0x0060,Data,Standard,0x08,x| 01 00 00 00 00 00 00 00 
00725,="12:36:53.432",0x701BF9,ch1,Receive,0x0001,Data,Standard,0x05,x| 1D F8 01 00 00 
00726,="12:36:53.432",0x701BFD,ch1,Receive,0x0081,Data,Standard,0x05,x| 1D F8 01 00 00 
00727,="12:36:53.432",0x701C0E,ch1,Receive,0x0000,Data,Standard,0x08,x| 00 00 00 00 00 00 00 00 
00728,="12:36:53.461",0x701C6A,ch1,Receive,0x0040,Data,Standard,0x08,x| 00 01 00 00 00 00 00 00 
